37024	24	37027
31189	24	42479
33556	24	32367
27104	24	27235
300	24	23233
17716	24	17718
18908	24	26036
35476	24	39587
868	24	30280
20851	24	24010
20348	24	12005
42186	24	17244
39809	24	39807
26727	24	26722
41937	24	41939
18266	24	18286
24650	24	24649
29345	24	28932
23713	24	23714
26651	24	38868
382	24	30434
32394	24	36484
26430	24	26434
35013	24	35039
32577	24	33163
23878	24	35265
41617	24	34391
41000	24	11524
19560	24	19571
36500	24	38339
37490	24	37694
34544	24	26480
30714	24	30883
41624	24	25554
28531	24	28538
21265	24	21831
33407	24	33161
15748	24	30459
1340	24	1335
40221	24	40238
17465	24	25739
20306	24	20308
20575	24	24011
34434	24	34435
40574	24	39580
28063	24	37182
17766	24	17762
24189	24	25743
22772	24	17885
705	24	26574
26920	24	28395
35762	24	35763
26227	24	41588
25204	24	20309
40360	24	40365
19975	24	19970
16833	24	20701
41267	24	23566
25801	24	25814
35206	24	18118
28727	24	28729
35880	24	38144
34723	24	23351
39683	24	42483
40747	24	16349
28409	24	27185
17774	24	17773
32503	24	33318
27452	24	36485
4099	24	35265
22415	24	17592
33878	24	32425
26267	24	4177
21033	24	17655
11486	24	29824
39031	24	39263
19258	24	30217
32935	24	34228
27591	24	29102
27801	24	28250
41973	24	41548
24522	24	23576
31960	24	35962
27268	24	36249
37865	24	37981
38625	24	38624
24919	24	5544
897	24	30005
32039	24	32026
23122	24	23141
33587	24	32776
21310	24	30289
28295	24	28299
34411	24	17834
17671	24	17643
22446	24	16415
32030	24	32029
2758	24	13317
36152	24	37437
16807	24	16808
33641	24	37922
39045	24	38948
20253	24	21831
29923	24	29921
8743	24	30026
41183	24	30278
41992	24	35329
29262	24	29264
37693	24	37688
24592	24	19670
21361	24	26287
30882	24	35089
20367	24	40722
37525	24	37526
41095	24	41093
27372	24	36377
26834	24	30467
19634	24	7550
36143	24	38339
32095	24	36115
28575	24	27954
26371	24	40836
34201	24	38611
34107	24	32415
33450	24	32378
36461	24	36511
19653	24	19656
34468	24	11410
24741	24	22866
27890	24	27434
37526	24	36398
17903	24	17902
42356	24	42338
30353	24	17260
30932	24	8827
28705	24	37891
33336	24	37576
39036	24	39263
32082	24	18113
40757	24	40797
37649	24	37651
28315	24	37456
33254	24	37476
20856	24	42261
23646	24	16349
34079	24	33512
27514	24	36553
26671	24	19730
37207	24	37503
25514	24	31519
27847	24	27436
35943	24	37632
9265	24	34932
34209	24	38620
17376	24	17378
20669	24	20707
28068	24	37188
23106	24	23139
40369	24	22916
29403	24	38772
18422	24	18406
40271	24	30765
27183	24	28437
35490	24	35465
35385	24	30633
27204	24	27475
265	24	22896
21017	24	21015
4229	24	4228
20663	24	26646
32997	24	37178
617	24	23233
17810	24	17805
24155	24	18082
27345	24	28245
27315	24	36300
38669	24	38670
38552	24	38558
16627	24	17604
31652	24	15578
35405	24	22865
29605	24	5532
18753	24	17275
33557	24	32486
26325	24	40421
36562	24	36444
34356	24	21511
23647	24	42483
33346	24	37587
7569	24	24393
38585	24	38586
20104	24	17978
23903	24	19669
37981	24	36382
35316	24	17765
31367	24	16399
17899	24	17897
27281	24	28803
35037	24	24813
5581	24	5580
33618	24	31870
24475	24	42114
34605	24	30974
25478	24	40422
26309	24	26288
25463	24	25417
22406	24	16538
19740	24	35304
15601	24	42485
34173	24	38584
37422	24	38711
709	24	15769
38400	24	36361
32174	24	36210
9808	24	1783
27643	24	36691
35331	24	35327
5546	24	5544
27789	24	36869
25354	24	39855
21681	24	16217
42370	24	42369
16718	24	17855
27720	24	28670
15612	24	39773
32957	24	37140
18995	24	40924
27345	24	28917
26293	24	29905
40706	24	40722
28485	24	29058
41237	24	42400
99	24	24260
