7417	10	13693
13693	10	7417
11262	10	13852
13852	10	11262
9389	10	11103
11103	10	9389
10863	10	4908
4908	10	10863
7734	10	9452
9452	10	7734
7350	10	12840
12840	10	7350
2826	10	13925
13925	10	2826
2224	10	11222
11222	10	2224
4769	10	5417
5417	10	4769
11298	10	2224
2224	10	11298
8489	10	4934
4934	10	8489
5263	10	8056
8056	10	5263
985	10	10381
10381	10	985
7417	10	4765
4765	10	7417
8612	10	8669
8669	10	8612
7417	10	14697
14697	10	7417
10798	10	15298
15298	10	10798
12157	10	14907
14907	10	12157
10812	10	11664
11664	10	10812
6537	10	14746
14746	10	6537
1020	10	3252
3252	10	1020
1280	10	7679
7679	10	1280
2710	10	9389
9389	10	2710
3133	10	9441
9441	10	3133
11082	10	15089
15089	10	11082
9028	10	14411
14411	10	9028
7232	10	2230
2230	10	7232
1673	10	8191
8191	10	1673
8589	10	12569
12569	10	8589
3510	10	9028
9028	10	3510
3003	10	12460
12460	10	3003
8056	10	10792
10792	10	8056
2879	10	8191
8191	10	2879
12861	10	3037
3037	10	12861
3563	10	14215
14215	10	3563
2107	10	8085
8085	10	2107
8612	10	8104
8104	10	8612
11298	10	11607
11607	10	11298
2570	10	9028
9028	10	2570
14412	10	15195
15195	10	14412
4322	10	12966
12966	10	4322
3020	10	9028
9028	10	3020
8612	10	11116
11116	10	8612
1082	10	6557
6557	10	1082
3327	10	4667
4667	10	3327
5179	10	6557
6557	10	5179
7417	10	10294
10294	10	7417
10446	10	10452
10452	10	10446
4308	10	10449
10449	10	4308
6557	10	8056
8056	10	6557
2217	10	2736
2736	10	2217
8394	10	13925
13925	10	8394
8953	10	12849
12849	10	8953
7318	10	12750
12750	10	7318
3424	10	1540
1540	10	3424
1396	10	12236
12236	10	1396
5201	10	14189
14189	10	5201
5825	10	5406
5406	10	5825
4618	10	6001
6001	10	4618
6912	10	14081
14081	10	6912
2162	10	6473
6473	10	2162
11565	10	2224
2224	10	11565
2210	10	5893
5893	10	2210
3574	10	9462
9462	10	3574
2078	10	2107
2107	10	2078
6013	10	9762
9762	10	6013
5136	10	1362
1362	10	5136
4846	10	7295
7295	10	4846
4834	10	6005
6005	10	4834
2162	10	12281
12281	10	2162
3587	10	11647
11647	10	3587
2948	10	14907
14907	10	2948
2483	10	5301
5301	10	2483
9058	10	9389
9389	10	9058
8052	10	8631
8631	10	8052
14811	10	1582
1582	10	14811
7417	10	7797
7797	10	7417
8550	10	9389
9389	10	8550
10750	10	7417
7417	10	10750
3574	10	7787
7787	10	3574
10462	10	10581
10581	10	10462
7423	10	9109
9109	10	7423
3001	10	5115
5115	10	3001
6557	10	7688
7688	10	6557
7192	10	4782
4782	10	7192
8631	10	15156
15156	10	8631
989	10	10660
10660	10	989
3399	10	9389
9389	10	3399
1763	10	6557
6557	10	1763
8091	10	13925
13925	10	8091
11175	10	12750
12750	10	11175
1739	10	7417
7417	10	1739
2103	10	10591
10591	10	2103
4070	10	10863
10863	10	4070
3933	10	4694
4694	10	3933
8668	10	3010
3010	10	8668
2413	10	2818
2818	10	2413
3948	10	8169
8169	10	3948
7350	10	9079
9079	10	7350
7787	10	9734
9734	10	7787
1543	10	13925
13925	10	1543
6005	10	7703
7703	10	6005
5291	10	8563
8563	10	5291
8639	10	6319
6319	10	8639
4321	10	5401
5401	10	4321
7418	10	2224
2224	10	7418
11176	10	8387
8387	10	11176
3424	10	5805
5805	10	3424
2715	10	4945
4945	10	2715
6760	10	14791
14791	10	6760
1000	10	2604
2604	10	1000
4790	10	6557
6557	10	4790
6083	10	14081
14081	10	6083
8356	10	10007
10007	10	8356
7417	10	15444
15444	10	7417
7165	10	13003
13003	10	7165
12171	10	1569
1569	10	12171
3574	10	14413
14413	10	3574
8173	10	11184
11184	10	8173
12462	10	12471
12471	10	12462
2103	10	2411
2411	10	2103
7235	10	9389
9389	10	7235
8631	10	15379
15379	10	8631
10581	10	12249
12249	10	10581
5201	10	15111
15111	10	5201
3300	10	6914
6914	10	3300
15125	10	6496
6496	10	15125
4377	10	7417
7417	10	4377
3540	10	7350
7350	10	3540
2953	10	12775
12775	10	2953
3595	10	13094
13094	10	3595
2975	10	8631
8631	10	2975
1275	10	4803
4803	10	1275
6557	10	12472
12472	10	6557
6077	10	8220
8220	10	6077
1207	10	9389
9389	10	1207
12138	10	8631
8631	10	12138
8072	10	13925
13925	10	8072
9003	10	12476
12476	10	9003
3543	10	3587
3587	10	3543
7444	10	9686
9686	10	7444
5658	10	10812
10812	10	5658
9389	10	12455
12455	10	9389
7417	10	14492
14492	10	7417
10434	10	12075
12075	10	10434
8110	10	10851
10851	10	8110
9051	10	6557
6557	10	9051
1359	10	2815
2815	10	1359
2719	10	10504
10504	10	2719
8496	10	9121
9121	10	8496
3267	10	9958
9958	10	3267
5201	10	13656
13656	10	5201
6490	10	12722
12722	10	6490
9905	10	11770
11770	10	9905
7417	10	12921
12921	10	7417
5397	10	8217
8217	10	5397
5278	10	6912
6912	10	5278
8180	10	14088
14088	10	8180
13088	10	9389
9389	10	13088
6914	10	11596
11596	10	6914
10465	10	15210
15210	10	10465
6859	10	10694
10694	10	6859
1795	10	13925
13925	10	1795
5201	10	1087
1087	10	5201
10179	10	14151
14151	10	10179
10763	10	11656
11656	10	10763
7724	10	3587
3587	10	7724
2573	10	8099
8099	10	2573
10798	10	12584
12584	10	10798
3167	10	12412
12412	10	3167
2562	10	12351
12351	10	2562
2863	10	9917
9917	10	2863
9028	10	10661
10661	10	9028
2244	10	4372
4372	10	2244
2162	10	1331
1331	10	2162
1556	10	10603
10603	10	1556
2162	10	13093
13093	10	2162
2544	10	6018
6018	10	2544
4658	10	11664
11664	10	4658
3402	10	3585
3585	10	3402
6077	10	6912
6912	10	6077
4949	10	7795
7795	10	4949
8612	10	5911
5911	10	8612
2230	10	12542
12542	10	2230
6041	10	10571
10571	10	6041
10798	10	6403
6403	10	10798
3403	10	4752
4752	10	3403
2817	10	12261
12261	10	2817
2275	10	3573
3573	10	2275
8601	10	13925
13925	10	8601
3927	10	6005
6005	10	3927
8191	10	9922
9922	10	8191
6702	10	6453
6453	10	6702
9114	10	4057
4057	10	9114
10264	10	2224
2224	10	10264
6002	10	7417
7417	10	6002
9028	10	11013
11013	10	9028
8179	10	10518
10518	10	8179
5179	10	8220
8220	10	5179
1731	10	9734
9734	10	1731
2577	10	13835
13835	10	2577
8247	10	14773
14773	10	8247
1515	10	1738
1738	10	1515
8612	10	14833
14833	10	8612
6282	10	6297
6297	10	6282
8391	10	13646
13646	10	8391
2162	10	2831
2831	10	2162
7417	10	2639
2639	10	7417
4276	10	8108
8108	10	4276
3098	10	4836
4836	10	3098
2602	10	7417
7417	10	2602
2718	10	9389
9389	10	2718
8612	10	13871
13871	10	8612
13925	10	14160
14160	10	13925
4687	10	12745
12745	10	4687
8612	10	13537
13537	10	8612
2162	10	14703
14703	10	2162
1073	10	6557
6557	10	1073
14438	10	8631
8631	10	14438
9855	10	14726
14726	10	9855
1013	10	6311
6311	10	1013
9028	10	14438
14438	10	9028
10798	10	12533
12533	10	10798
7417	10	10303
10303	10	7417
3560	10	5835
5835	10	3560
8596	10	14105
14105	10	8596
2815	10	10863
10863	10	2815
3133	10	3595
3595	10	3133
2259	10	9389
9389	10	2259
9665	10	2224
2224	10	9665
9389	10	9496
9496	10	9389
4875	10	7417
7417	10	4875
10422	10	14037
14037	10	10422
3424	10	4791
4791	10	3424
6763	10	10468
10468	10	6763
8466	10	14456
14456	10	8466
4675	10	11294
11294	10	4675
9197	10	14086
14086	10	9197
1493	10	1515
1515	10	1493
9028	10	11592
11592	10	9028
7679	10	10812
10812	10	7679
3595	10	12070
12070	10	3595
3927	10	7857
7857	10	3927
6761	10	8631
8631	10	6761
9345	10	12393
12393	10	9345
2277	10	15426
15426	10	2277
7417	10	9230
9230	10	7417
1009	10	10853
10853	10	1009
13744	10	1546
1546	10	13744
7417	10	14599
14599	10	7417
8152	10	14219
14219	10	8152
4028	10	2224
2224	10	4028
7326	10	7356
7356	10	7326
3049	10	14113
14113	10	3049
1556	10	3049
3049	10	1556
4646	10	6340
6340	10	4646
7417	10	2676
2676	10	7417
14920	10	1642
1642	10	14920
7815	10	8224
8224	10	7815
7417	10	12438
12438	10	7417
4308	10	6075
6075	10	4308
10798	10	3067
3067	10	10798
1563	10	3935
3935	10	1563
6557	10	13092
13092	10	6557
2230	10	7402
7402	10	2230
3424	10	14161
14161	10	3424
10863	10	4333
4333	10	10863
11367	10	12880
12880	10	11367
13764	10	9389
9389	10	13764
12822	10	9441
9441	10	12822
6557	10	11749
11749	10	6557
7290	10	8056
8056	10	7290
8124	10	3034
3034	10	8124
2520	10	7006
7006	10	2520
2162	10	11275
11275	10	2162
7417	10	1259
1259	10	7417
1828	10	9028
9028	10	1828
10373	10	1111
1111	10	10373
9922	10	11251
11251	10	9922
8478	10	10635
10635	10	8478
5595	10	1467
1467	10	5595
9389	10	12697
12697	10	9389
1091	10	1673
1673	10	1091
9028	10	12950
12950	10	9028
1329	10	4782
4782	10	1329
3873	10	11379
11379	10	3873
3587	10	5317
5317	10	3587
3380	10	12773
12773	10	3380
6557	10	6696
6696	10	6557
4667	10	11175
11175	10	4667
3424	10	6012
6012	10	3424
13954	10	13925
13925	10	13954
5258	10	12188
12188	10	5258
2148	10	6763
6763	10	2148
10812	10	15301
15301	10	10812
7417	10	1381
1381	10	7417
1020	10	1748
1748	10	1020
10672	10	2053
2053	10	10672
8247	10	11742
11742	10	8247
998	10	6344
6344	10	998
9389	10	14482
14482	10	9389
2162	10	5764
5764	10	2162
7417	10	10448
10448	10	7417
14799	10	7417
7417	10	14799
13361	10	4636
4636	10	13361
3415	10	5688
5688	10	3415
6557	10	14140
14140	10	6557
3423	10	11262
11262	10	3423
8224	10	15337
15337	10	8224
10750	10	12462
12462	10	10750
6754	10	9917
9917	10	6754
3050	10	6557
6557	10	3050
6329	10	11214
11214	10	6329
12030	10	8137
8137	10	12030
4273	10	4947
4947	10	4273
1305	10	9028
9028	10	1305
10568	10	10812
10812	10	10568
7417	10	11131
11131	10	7417
4565	10	9028
9028	10	4565
9734	10	11226
11226	10	9734
8953	10	11269
11269	10	8953
7350	10	14034
14034	10	7350
1020	10	12008
12008	10	1020
4803	10	6474
6474	10	4803
6557	10	8590
8590	10	6557
3888	10	4066
4066	10	3888
3098	10	15337
15337	10	3098
5996	10	8631
8631	10	5996
5222	10	10603
10603	10	5222
2832	10	8627
8627	10	2832
2475	10	6354
6354	10	2475
2918	10	10063
10063	10	2918
9028	10	12956
12956	10	9028
5124	10	7417
7417	10	5124
1817	10	4570
4570	10	1817
1556	10	10446
10446	10	1556
7350	10	11226
11226	10	7350
7417	10	4947
4947	10	7417
12336	10	7417
7417	10	12336
6914	10	11678
11678	10	6914
2565	10	3573
3573	10	2565
3573	10	13400
13400	10	3573
12817	10	13925
13925	10	12817
